viallabel	sex	group	key.anirandgroup	intervention	sacrificetime
90225016102	male	8w	Eight-week program Training Group	training	8w
90225016103	male	8w	Eight-week program Training Group	training	8w
90225016104	male	8w	Eight-week program Training Group	training	8w
90225016105	male	8w	Eight-week program Training Group	training	8w
90225016202	male	8w	Eight-week program Training Group	training	8w
90225016203	male	8w	Eight-week program Training Group	training	8w
90225016204	male	8w	Eight-week program Training Group	training	8w
90225016205	male	8w	Eight-week program Training Group	training	8w
90225016302	male	8w	Eight-week program Training Group	training	8w
90225016303	male	8w	Eight-week program Training Group	training	8w
90225016304	male	8w	Eight-week program Training Group	training	8w
90225016305	male	8w	Eight-week program Training Group	training	8w
90225016502	male	8w	Eight-week program Training Group	training	8w
90225016503	male	8w	Eight-week program Training Group	training	8w
90225016504	male	8w	Eight-week program Training Group	training	8w
90225016602	male	8w	Eight-week program Training Group	training	8w
90225016603	male	8w	Eight-week program Training Group	training	8w
90225016604	male	8w	Eight-week program Training Group	training	8w
90225016605	male	8w	Eight-week program Training Group	training	8w
90225016606	male	8w	Eight-week program Training Group	training	8w
90225016607	male	8w	Eight-week program Training Group	training	8w
90225016608	male	8w	Eight-week program Training Group	training	8w
90225016609	male	8w	Eight-week program Training Group	training	8w
90225016610	male	8w	Eight-week program Training Group	training	8w
90225016611	male	8w	Eight-week program Training Group	training	8w
90225016702	male	8w	Eight-week program Training Group	training	8w
90225016703	male	8w	Eight-week program Training Group	training	8w
90225016704	male	8w	Eight-week program Training Group	training	8w
90225016705	male	8w	Eight-week program Training Group	training	8w
90225016803	male	8w	Eight-week program Training Group	training	8w
90225016804	male	8w	Eight-week program Training Group	training	8w
90225016805	male	8w	Eight-week program Training Group	training	8w
90225016806	male	8w	Eight-week program Training Group	training	8w
90225016807	male	8w	Eight-week program Training Group	training	8w
90225016808	male	8w	Eight-week program Training Group	training	8w
90225016809	male	8w	Eight-week program Training Group	training	8w
90225016810	male	8w	Eight-week program Training Group	training	8w
90225016811	male	8w	Eight-week program Training Group	training	8w
90225016812	male	8w	Eight-week program Training Group	training	8w
90225016813	male	8w	Eight-week program Training Group	training	8w
90225016902	male	8w	Eight-week program Training Group	training	8w
90225016903	male	8w	Eight-week program Training Group	training	8w
90225016904	male	8w	Eight-week program Training Group	training	8w
90225016905	male	8w	Eight-week program Training Group	training	8w
90225016906	male	8w	Eight-week program Training Group	training	8w
90225016907	male	8w	Eight-week program Training Group	training	8w
90225016908	male	8w	Eight-week program Training Group	training	8w
90225017003	male	8w	Eight-week program Training Group	training	8w
90225017004	male	8w	Eight-week program Training Group	training	8w
90225017005	male	8w	Eight-week program Training Group	training	8w
90225017006	male	8w	Eight-week program Training Group	training	8w
90225017007	male	8w	Eight-week program Training Group	training	8w
90225017008	male	8w	Eight-week program Training Group	training	8w
90225017009	male	8w	Eight-week program Training Group	training	8w
90225017010	male	8w	Eight-week program Training Group	training	8w
90225017011	male	8w	Eight-week program Training Group	training	8w
90225017012	male	8w	Eight-week program Training Group	training	8w
90225017013	male	8w	Eight-week program Training Group	training	8w
90225017014	male	8w	Eight-week program Training Group	training	8w
90225017702	male	8w	Eight-week program Training Group	training	8w
90226013104	male	control	Eight-week program Control Group	control	8w
90227013002	male	8w	Eight-week program Training Group	training	8w
90227013104	male	8w	Eight-week program Training Group	training	8w
90227013105	male	8w	Eight-week program Training Group	training	8w
90227013106	male	8w	Eight-week program Training Group	training	8w
90227013107	male	8w	Eight-week program Training Group	training	8w
90227013108	male	8w	Eight-week program Training Group	training	8w
90227013111	male	8w	Eight-week program Training Group	training	8w
90227015202	male	8w	Eight-week program Training Group	training	8w
90227015203	male	8w	Eight-week program Training Group	training	8w
90227015204	male	8w	Eight-week program Training Group	training	8w
90227015205	male	8w	Eight-week program Training Group	training	8w
90227015206	male	8w	Eight-week program Training Group	training	8w
90227015207	male	8w	Eight-week program Training Group	training	8w
90227015208	male	8w	Eight-week program Training Group	training	8w
90227015210	male	8w	Eight-week program Training Group	training	8w
90227015302	male	8w	Eight-week program Training Group	training	8w
90227015303	male	8w	Eight-week program Training Group	training	8w
90227015304	male	8w	Eight-week program Training Group	training	8w
90227015305	male	8w	Eight-week program Training Group	training	8w
90227015402	male	8w	Eight-week program Training Group	training	8w
90227015403	male	8w	Eight-week program Training Group	training	8w
90227015503	male	8w	Eight-week program Training Group	training	8w
90227015504	male	8w	Eight-week program Training Group	training	8w
90227015505	male	8w	Eight-week program Training Group	training	8w
90227015507	male	8w	Eight-week program Training Group	training	8w
90227015508	male	8w	Eight-week program Training Group	training	8w
90227015509	male	8w	Eight-week program Training Group	training	8w
90227015510	male	8w	Eight-week program Training Group	training	8w
90227015511	male	8w	Eight-week program Training Group	training	8w
90227015512	male	8w	Eight-week program Training Group	training	8w
90227015514	male	8w	Eight-week program Training Group	training	8w
90227015516	male	8w	Eight-week program Training Group	training	8w
90227015603	male	8w	Eight-week program Training Group	training	8w
90227015604	male	8w	Eight-week program Training Group	training	8w
90227015605	male	8w	Eight-week program Training Group	training	8w
90227015802	male	8w	Eight-week program Training Group	training	8w
90227015803	male	8w	Eight-week program Training Group	training	8w
90227015804	male	8w	Eight-week program Training Group	training	8w
90227015805	male	8w	Eight-week program Training Group	training	8w
90227015806	male	8w	Eight-week program Training Group	training	8w
90227015807	male	8w	Eight-week program Training Group	training	8w
90227015808	male	8w	Eight-week program Training Group	training	8w
90227015809	male	8w	Eight-week program Training Group	training	8w
90227015810	male	8w	Eight-week program Training Group	training	8w
90227015812	male	8w	Eight-week program Training Group	training	8w
90227015902	male	8w	Eight-week program Training Group	training	8w
90227015903	male	8w	Eight-week program Training Group	training	8w
90227015904	male	8w	Eight-week program Training Group	training	8w
90227015905	male	8w	Eight-week program Training Group	training	8w
90227015906	male	8w	Eight-week program Training Group	training	8w
90227015907	male	8w	Eight-week program Training Group	training	8w
90227015908	male	8w	Eight-week program Training Group	training	8w
90227015909	male	8w	Eight-week program Training Group	training	8w
90227015911	male	8w	Eight-week program Training Group	training	8w
90227016002	male	8w	Eight-week program Training Group	training	8w
90227016003	male	8w	Eight-week program Training Group	training	8w
90227016004	male	8w	Eight-week program Training Group	training	8w
90227016102	male	8w	Eight-week program Training Group	training	8w
90227016103	male	8w	Eight-week program Training Group	training	8w
90227016104	male	8w	Eight-week program Training Group	training	8w
90227016202	male	8w	Eight-week program Training Group	training	8w
90227016203	male	8w	Eight-week program Training Group	training	8w
90227016204	male	8w	Eight-week program Training Group	training	8w
90227016302	male	8w	Eight-week program Training Group	training	8w
90227016303	male	8w	Eight-week program Training Group	training	8w
90227016304	male	8w	Eight-week program Training Group	training	8w
90227016502	male	8w	Eight-week program Training Group	training	8w
90227016503	male	8w	Eight-week program Training Group	training	8w
90227016602	male	8w	Eight-week program Training Group	training	8w
90227016603	male	8w	Eight-week program Training Group	training	8w
90227016604	male	8w	Eight-week program Training Group	training	8w
90227016605	male	8w	Eight-week program Training Group	training	8w
